account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,customer_status,tenure_days,tenure_months,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,total_arr,mrr_per_seat,total_upgrades,total_downgrades,upgrade_rate,downgrade_rate,auto_renew_subscriptions,auto_renew_rate,usage_events,total_usage,total_duration_secs,total_errors,features_used,total_tickets,avg_resolution_hours,avg_first_response_minutes,avg_satisfaction,escalated_tickets,escalation_rate,total_churn_events,total_refund,reactivation_events,retention_priority_score,retention_priority,priority_reason
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,Active,90,3.0,10,7,3,23905,286860,7968.333333333333,1,1,0.1,0.1,10,1.0,50,518,152228,36,28,5.0,40.0,75.6,3.2,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,Active,485,15.9,12,12,0,69230,830760,989.0,0,0,0.0,0.0,12,1.0,59,600,202100,42,31,5.0,49.2,84.0,5.0,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,Active,312,10.2,6,5,1,14708,176496,1225.6666666666667,0,0,0.0,0.0,4,0.6666666666666666,20,215,79605,18,16,4.0,34.0,98.5,5.0,0.0,0.0,2.0,19.08,0.0,0,Monitor,No Major Risk Signal
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,Active,697,22.9,11,9,2,21237,254844,21237.0,1,1,0.09090909090909091,0.09090909090909091,8,0.7272727272727273,55,530,135061,37,30,6.0,47.833333333333336,87.5,4.25,1.0,0.16666666666666666,1.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,Active,266,8.7,7,6,1,54605,655260,335.0,1,0,0.14285714285714285,0.0,6,0.8571428571428571,29,271,81944,25,16,4.0,37.5,105.5,3.0,0.0,0.0,2.0,45.83,0.0,2,Priority,High Revenue
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,Active,127,4.2,15,13,2,50817,609804,1752.3103448275863,0,2,0.0,0.13333333333333333,14,0.9333333333333333,62,629,158587,24,30,2.0,70.5,106.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,Churned,67,2.2,7,7,0,6449,77388,1289.8,0,0,0.0,0.0,7,1.0,43,446,130195,19,27,1.0,56.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,Active,669,22.0,12,11,1,43859,526308,719.0,0,0,0.0,0.0,10,0.8333333333333334,49,453,124458,29,32,5.0,27.6,126.0,4.333333333333333,0.0,0.0,2.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,Active,148,4.9,4,3,1,2332,27984,106.0,0,0,0.0,0.0,4,1.0,16,171,44864,17,14,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,Active,419,13.8,7,7,0,1989,23868,994.5,0,0,0.0,0.0,5,0.7142857142857143,33,357,124753,18,21,5.0,50.4,105.2,3.75,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,Active,225,7.4,7,7,0,19790,237480,682.4137931034483,1,0,0.14285714285714285,0.0,5,0.7142857142857143,42,432,142787,26,27,3.0,42.0,81.0,5.0,0.0,0.0,3.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,Active,400,13.1,16,15,1,34589,415068,2161.8125,3,1,0.1875,0.0625,12,0.75,72,749,222610,48,33,4.0,41.0,72.5,4.0,0.0,0.0,1.0,12.99,1.0,4,Critical,High Revenue + Long Tenure
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,Churned,40,1.3,8,6,2,9027,108324,902.7,1,0,0.125,0.0,6,0.75,44,478,150601,16,27,9.0,28.444444444444443,66.11111111111111,4.5,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,Active,455,14.9,6,4,2,8540,102480,305.0,1,0,0.16666666666666666,0.0,5,0.8333333333333334,26,285,91776,15,19,4.0,26.0,98.25,3.0,0.0,0.0,2.0,10.5,0.0,2,Priority,Long Tenure
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,Churned,199,6.5,11,11,0,10362,124344,2590.5,2,0,0.18181818181818182,0.0,10,0.9090909090909091,61,606,179167,31,31,2.0,29.0,52.5,5.0,0.0,0.0,3.0,28.95,0.0,0,Monitor,No Major Risk Signal
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,Active,284,9.3,14,11,3,18746,224952,2343.25,2,1,0.14285714285714285,0.07142857142857142,11,0.7857142857142857,75,782,239679,43,35,6.0,16.0,88.0,4.0,1.0,0.16666666666666666,1.0,0.0,0.0,2,Priority,Support Escalation
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,Active,312,10.2,11,11,0,16577,198924,1507.0,0,3,0.0,0.2727272727272727,9,0.8181818181818182,61,623,168474,55,29,5.0,29.2,103.8,3.75,1.0,0.2,1.0,0.0,1.0,2,Priority,Support Escalation
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,Active,393,12.9,14,14,0,25079,300948,1791.357142857143,1,1,0.07142857142857142,0.07142857142857142,11,0.7857142857142857,54,599,182273,19,27,6.0,29.666666666666668,129.83333333333334,4.25,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,Active,320,10.5,9,8,1,28120,337440,1480.0,1,0,0.1111111111111111,0.0,7,0.7777777777777778,46,441,133497,35,29,5.0,33.4,80.6,4.0,1.0,0.2,3.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,Active,472,15.5,16,15,1,17831,213972,5943.666666666667,4,1,0.25,0.0625,15,0.9375,83,806,260271,43,37,6.0,34.666666666666664,125.33333333333333,3.0,2.0,0.3333333333333333,1.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,Active,729,23.9,10,8,2,28081,336972,5616.2,2,1,0.2,0.1,9,0.9,44,393,111038,20,28,5.0,26.6,91.6,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,Active,200,6.6,10,9,1,15072,180864,1159.3846153846155,0,0,0.0,0.0,8,0.8,44,410,127529,45,29,5.0,28.6,99.0,4.0,0.0,0.0,1.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,Churned,278,9.1,17,16,1,30550,366600,6110.0,2,1,0.11764705882352941,0.058823529411764705,12,0.7058823529411765,87,871,261911,55,36,2.0,37.5,120.0,5.0,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,Churned,436,14.3,6,2,4,13343,160116,6671.5,0,0,0.0,0.0,5,0.8333333333333334,22,205,57539,14,17,3.0,32.333333333333336,94.33333333333333,4.333333333333333,1.0,0.3333333333333333,2.0,6.51,1.0,4,Critical,Long Tenure + Support Escalation
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,Active,701,23.0,7,7,0,27661,331932,1383.05,1,0,0.14285714285714285,0.0,4,0.5714285714285714,37,362,102382,23,26,7.0,36.57142857142857,106.57142857142857,3.4,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,Active,166,5.5,13,11,2,61935,743220,1376.3333333333333,3,1,0.23076923076923078,0.07692307692307693,9,0.6923076923076923,77,765,230759,41,34,3.0,37.0,47.333333333333336,3.0,0.0,0.0,4.0,59.52,2.0,2,Priority,High Revenue
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,Churned,614,20.2,8,7,1,9514,114168,3171.3333333333335,1,1,0.125,0.125,6,0.75,43,445,144345,27,29,2.0,59.0,66.0,3.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,Churned,432,14.2,12,10,2,17040,204480,5680.0,1,1,0.08333333333333333,0.08333333333333333,9,0.75,55,528,169908,33,28,4.0,40.25,74.0,3.5,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,Active,247,8.1,4,4,0,8889,106668,8889.0,0,1,0.0,0.25,4,1.0,15,158,48510,3,14,2.0,56.5,137.5,0.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,Active,535,17.6,12,10,2,32270,387240,8067.5,3,0,0.25,0.0,11,0.9166666666666666,65,624,202756,40,30,5.0,20.2,119.8,4.0,0.0,0.0,4.0,0.0,2.0,4,Critical,High Revenue + Long Tenure
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,Active,448,14.7,15,13,2,60970,731640,2650.8695652173915,0,1,0.0,0.06666666666666667,13,0.8666666666666667,65,625,189526,35,33,2.0,56.5,98.5,4.0,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,Active,728,23.9,11,9,2,6460,77520,340.0,1,0,0.09090909090909091,0.0,9,0.8181818181818182,70,687,225366,33,31,3.0,54.333333333333336,149.33333333333334,0.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,Active,55,1.8,12,10,2,52204,626448,1044.08,2,0,0.16666666666666666,0.0,10,0.8333333333333334,51,507,157547,34,28,3.0,42.0,58.666666666666664,4.666666666666667,0.0,0.0,2.0,35.14,0.0,2,Priority,High Revenue
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,Churned,235,7.7,7,6,1,18656,223872,583.0,1,0,0.14285714285714285,0.0,6,0.8571428571428571,45,435,133441,33,27,4.0,39.0,94.5,5.0,0.0,0.0,3.0,32.14,0.0,0,Monitor,No Major Risk Signal
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,Active,264,8.7,9,8,1,20964,251568,5241.0,0,0,0.0,0.0,6,0.6666666666666666,47,474,144424,40,29,5.0,52.2,90.8,3.0,0.0,0.0,1.0,10.4,0.0,0,Monitor,No Major Risk Signal
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,Active,338,11.1,5,5,0,8436,101232,444.0,0,0,0.0,0.0,3,0.6,24,231,80389,15,16,3.0,50.666666666666664,67.33333333333333,3.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,Active,405,13.3,10,10,0,21075,252900,780.5555555555555,1,1,0.1,0.1,8,0.8,57,595,196965,22,32,7.0,36.0,113.14285714285714,3.6666666666666665,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,Active,51,1.7,7,5,2,15960,191520,665.0,0,0,0.0,0.0,3,0.42857142857142855,30,292,107443,21,22,5.0,42.6,110.0,3.5,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,Active,216,7.1,12,12,0,20915,250980,1394.3333333333333,0,0,0.0,0.0,11,0.9166666666666666,61,552,157263,34,34,1.0,16.0,99.0,3.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,Active,628,20.6,11,9,2,23905,286860,1593.6666666666667,0,0,0.0,0.0,6,0.5454545454545454,49,505,141942,33,28,5.0,30.6,115.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,Active,583,19.2,13,12,1,12610,151320,1401.111111111111,0,0,0.0,0.0,10,0.7692307692307693,64,642,193363,22,32,6.0,31.5,48.333333333333336,4.333333333333333,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,Churned,250,8.2,13,13,0,15717,188604,3929.25,0,0,0.0,0.0,13,1.0,68,678,193777,30,31,2.0,39.5,96.5,4.0,0.0,0.0,2.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,Active,648,21.3,7,7,0,46666,559992,1060.590909090909,3,0,0.42857142857142855,0.0,6,0.8571428571428571,40,371,103455,35,26,5.0,27.4,80.0,4.0,1.0,0.2,1.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,Churned,406,13.3,12,11,1,31968,383616,1031.225806451613,0,0,0.0,0.0,10,0.8333333333333334,54,547,174663,17,29,5.0,33.6,37.6,4.5,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,Active,660,21.7,7,7,0,12030,144360,802.0,1,1,0.14285714285714285,0.14285714285714285,5,0.7142857142857143,35,347,98097,22,26,2.0,39.5,118.5,3.5,0.0,0.0,2.0,0.0,1.0,2,Priority,Long Tenure
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,Active,638,21.0,15,14,1,20088,241056,1826.1818181818182,2,1,0.13333333333333333,0.06666666666666667,14,0.9333333333333333,101,1005,273639,47,38,1.0,32.0,175.0,4.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,Active,560,18.4,7,7,0,14751,177012,1639.0,0,1,0.0,0.14285714285714285,7,1.0,37,386,120014,24,28,6.0,38.833333333333336,91.66666666666667,4.2,0.0,0.0,2.0,0.0,1.0,2,Priority,Long Tenure
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,Active,673,22.1,10,10,0,18190,218280,2273.75,1,1,0.1,0.1,7,0.7,50,492,149078,21,28,2.0,36.5,137.0,3.5,0.0,0.0,1.0,0.0,1.0,2,Priority,Long Tenure
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,Churned,480,15.8,7,6,1,17114,205368,3422.8,0,0,0.0,0.0,7,1.0,41,419,134119,19,24,7.0,39.142857142857146,101.14285714285714,3.3333333333333335,1.0,0.14285714285714285,1.0,11.13,0.0,4,Critical,Long Tenure + Support Escalation
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,Churned,551,18.1,12,11,1,11956,143472,2391.2,3,1,0.25,0.08333333333333333,11,0.9166666666666666,55,545,173217,45,29,6.0,29.0,96.83333333333333,3.75,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,Active,31,1.0,7,5,2,4818,57816,803.0,0,0,0.0,0.0,6,0.8571428571428571,35,311,82471,24,22,5.0,52.2,82.4,4.333333333333333,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,Active,493,16.2,12,10,2,14909,178908,14909.0,0,1,0.0,0.08333333333333333,10,0.8333333333333334,51,497,172341,22,31,4.0,33.25,56.5,3.5,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,Active,48,1.6,7,7,0,28320,339840,354.0,0,0,0.0,0.0,4,0.5714285714285714,44,412,118416,23,24,3.0,28.666666666666668,35.333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,Active,37,1.2,7,5,2,61686,740232,894.0,0,0,0.0,0.0,6,0.8571428571428571,36,357,126251,21,21,5.0,33.4,111.8,4.5,0.0,0.0,2.0,33.04,0.0,2,Priority,High Revenue
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,Active,129,4.2,4,4,0,3112,37344,622.4,0,1,0.0,0.25,1,0.25,18,174,60214,11,14,2.0,39.5,95.0,4.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,Active,474,15.6,9,8,1,15342,184104,289.47169811320754,3,2,0.3333333333333333,0.2222222222222222,8,0.8888888888888888,37,376,109862,18,23,6.0,35.333333333333336,84.33333333333333,3.3333333333333335,1.0,0.16666666666666666,0.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,Churned,236,7.8,7,6,1,9432,113184,1572.0,0,0,0.0,0.0,6,0.8571428571428571,35,369,142387,31,24,3.0,14.333333333333334,72.66666666666667,3.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,Active,142,4.7,12,12,0,28418,341016,4059.714285714286,4,1,0.3333333333333333,0.08333333333333333,10,0.8333333333333334,65,681,231376,39,31,5.0,17.8,57.0,4.0,0.0,0.0,1.0,17.34,0.0,0,Monitor,No Major Risk Signal
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,Active,56,1.8,13,12,1,21327,255924,4265.4,0,0,0.0,0.0,12,0.9230769230769231,53,537,140266,28,29,7.0,43.142857142857146,103.42857142857143,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,Churned,680,22.3,16,14,2,30055,360660,5009.166666666667,1,0,0.0625,0.0,13,0.8125,85,893,242860,46,38,3.0,64.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,Churned,109,3.6,8,5,3,16358,196296,1258.3076923076924,1,0,0.125,0.0,6,0.75,36,369,111452,12,25,2.0,33.5,112.5,3.5,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,Churned,474,15.6,9,7,2,21734,260808,2716.75,3,0,0.3333333333333333,0.0,7,0.7777777777777778,58,601,188786,29,30,2.0,41.5,48.5,5.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,Active,279,9.2,12,12,0,64400,772800,700.0,0,0,0.0,0.0,10,0.8333333333333334,63,685,210243,32,32,5.0,29.2,95.0,3.75,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,Active,428,14.1,12,12,0,17524,210288,3504.8,2,0,0.16666666666666666,0.0,8,0.6666666666666666,74,765,245080,41,33,3.0,52.666666666666664,70.0,4.0,0.0,0.0,3.0,10.91,0.0,2,Priority,Long Tenure
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,Active,595,19.5,13,11,2,15979,191748,887.7222222222222,1,1,0.07692307692307693,0.07692307692307693,10,0.7692307692307693,61,568,162210,49,30,5.0,46.0,68.2,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,Active,217,7.1,9,8,1,24494,293928,3061.75,0,0,0.0,0.0,8,0.8888888888888888,43,438,141962,18,29,4.0,48.25,94.25,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,Active,428,14.1,6,5,1,23718,284616,354.0,1,1,0.16666666666666666,0.16666666666666666,5,0.8333333333333334,28,297,94696,16,20,2.0,28.0,89.0,4.5,0.0,0.0,1.0,71.44,0.0,2,Priority,Long Tenure
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,Churned,586,19.3,12,10,2,34155,409860,621.0,1,0,0.08333333333333333,0.0,11,0.9166666666666666,61,681,206167,25,31,1.0,1.0,144.0,3.0,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,Active,356,11.7,7,7,0,24138,289656,894.0,1,1,0.14285714285714285,0.14285714285714285,4,0.5714285714285714,48,496,151037,32,28,3.0,28.666666666666668,104.66666666666667,4.0,0.0,0.0,2.0,81.93,1.0,2,Priority,Long Tenure
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,Active,181,5.9,5,5,0,3594,43128,1198.0,0,1,0.0,0.2,4,0.8,28,266,100257,20,17,4.0,31.5,101.0,4.5,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,Active,340,11.2,13,12,1,14118,169416,4706.0,0,0,0.0,0.0,10,0.7692307692307693,79,819,274464,34,35,3.0,25.333333333333332,127.0,3.0,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,Active,705,23.2,9,8,1,4335,52020,206.42857142857142,1,0,0.1111111111111111,0.0,7,0.7777777777777778,40,408,143989,23,29,2.0,35.5,97.5,3.5,0.0,0.0,2.0,2.42,0.0,2,Priority,Long Tenure
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,Active,106,3.5,10,9,1,31709,380508,773.390243902439,0,0,0.0,0.0,8,0.8,60,606,177930,45,32,7.0,26.571428571428573,83.71428571428571,3.5,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,Active,421,13.8,6,5,1,6776,81312,616.0,0,0,0.0,0.0,3,0.5,20,214,76170,9,17,2.0,24.5,98.5,0.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,Active,419,13.8,6,4,2,11087,133044,1583.857142857143,3,2,0.5,0.3333333333333333,5,0.8333333333333334,28,283,111162,12,19,3.0,52.333333333333336,150.0,5.0,1.0,0.3333333333333333,1.0,0.0,1.0,4,Critical,Long Tenure + Support Escalation
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,Active,592,19.4,13,12,1,13728,164736,2745.6,0,0,0.0,0.0,13,1.0,56,575,181920,28,31,5.0,36.0,110.6,4.0,1.0,0.2,3.0,75.32,2.0,4,Critical,Long Tenure + Support Escalation
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,Active,129,4.2,7,7,0,26514,318168,1767.6,2,0,0.2857142857142857,0.0,5,0.7142857142857143,41,404,127486,20,23,4.0,45.0,29.5,3.25,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,Active,100,3.3,9,7,2,3551,42612,1775.5,0,0,0.0,0.0,9,1.0,49,492,167226,24,27,5.0,26.4,105.8,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,Active,24,0.8,7,6,1,5606,67272,700.75,0,0,0.0,0.0,6,0.8571428571428571,36,329,78244,17,23,4.0,16.5,84.75,3.6666666666666665,0.0,0.0,3.0,99.76,0.0,0,Monitor,No Major Risk Signal
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,Active,359,11.8,16,12,4,42404,508848,2231.7894736842104,2,0,0.125,0.0,14,0.875,72,730,212801,58,34,6.0,49.5,108.16666666666667,4.0,1.0,0.16666666666666666,2.0,0.0,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,Active,70,2.3,7,7,0,39614,475368,1277.8709677419354,2,1,0.2857142857142857,0.14285714285714285,7,1.0,34,334,106338,18,23,5.0,35.6,105.8,4.0,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,Churned,605,19.9,8,5,3,3409,40908,681.8,0,0,0.0,0.0,6,0.75,45,475,129707,40,27,3.0,13.666666666666666,66.66666666666667,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,Active,76,2.5,15,14,1,44564,534768,2785.25,0,0,0.0,0.0,13,0.8666666666666667,69,705,201426,37,34,4.0,29.25,48.5,4.0,0.0,0.0,2.0,0.0,0.0,2,Priority,High Revenue
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,Churned,481,15.8,9,9,0,16650,199800,2081.25,0,0,0.0,0.0,9,1.0,50,509,147802,29,29,10.0,42.5,101.8,3.7142857142857144,0.0,0.0,1.0,261.49,0.0,2,Priority,Long Tenure
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,Active,163,5.4,13,13,0,38975,467700,1053.3783783783783,1,0,0.07692307692307693,0.0,9,0.6923076923076923,64,653,201897,30,33,4.0,24.0,90.75,3.5,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,Active,579,19.0,15,14,1,48456,581472,1563.0967741935483,2,2,0.13333333333333333,0.13333333333333333,12,0.8,70,665,216015,50,33,4.0,46.5,82.0,3.5,0.0,0.0,2.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,Active,177,5.8,11,11,0,34538,414456,1381.52,0,2,0.0,0.18181818181818182,7,0.6363636363636364,67,714,218189,55,35,4.0,57.5,39.0,4.0,1.0,0.25,0.0,0.0,0.0,4,Critical,High Revenue + Support Escalation
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,Active,704,23.1,5,5,0,14250,171000,619.5652173913044,0,1,0.0,0.2,4,0.8,34,366,120907,14,28,2.0,31.0,156.5,3.5,0.0,0.0,1.0,35.6,0.0,2,Priority,Long Tenure
